Price,Close,High,Low,Open,Volume,RSI,MACD
Ticker,ISCTR.IS,ISCTR.IS,ISCTR.IS,ISCTR.IS,ISCTR.IS,,
Date,,,,,,,
2021-08-03,0.7994758486747742,0.8069057784800903,0.7816440171420156,0.7890739469473317,361057346.0,55.555462706855295,-0.0010271216968216201
2021-08-04,0.7965038418769836,0.8083917290449671,0.7950178559809857,0.8024477854609754,307108797.0,54.053966156376205,0.0004306587971661946
2021-08-05,0.8098776936531067,0.8098776936531067,0.7846159340851541,0.7905598775129076,365366658.0,61.249849584854196,0.002634746690013512
2021-08-06,0.8083917498588562,0.8158224668335322,0.79798984831905,0.8069057639245982,316435474.0,60.49370855844033,0.004213033748514783
2021-08-09,0.8009618520736694,0.8128497400209878,0.7994758660802546,0.8054198100539137,230734931.0,62.02516413656121,0.004808873258795643
2021-08-10,0.8143364787101746,0.8143364787101746,0.7994758321041567,0.8009618180344202,241761857.0,63.41473794192401,0.006287818894448627
2021-08-11,0.7890738844871521,0.8158224169723748,0.7890738844871521,0.8158224169723748,327607258.0,55.91380180366686,0.005359631247674135
2021-08-12,0.8083917498588562,0.8098777357931143,0.7935318905162758,0.7950178764505339,341674784.0,67.01030757315309,0.006112366582585849
2021-08-13,0.8039337992668152,0.8113637290047467,0.8024478133192289,0.8083917571095741,176527626.0,67.70835640036483,0.0062768398993756636
2021-08-16,0.8232523798942566,0.8306823094156349,0.8054197617395789,0.8054197617395789,446903353.0,69.9030419243012,0.007875253175979813
2021-08-17,0.8336542844772339,0.8336542844772339,0.8128496944328221,0.8217663971966402,322412386.0,73.83179426893754,0.009867606357420233
2021-08-18,0.8395982980728149,0.8470282774487122,0.8321684171098475,0.8351403891776205,407725426.0,72.2771392522997,0.01179028179942232
2021-08-19,0.8232523798942566,0.8336542812241862,0.8202804080857053,0.8321683445263711,219972250.0,62.85718433198384,0.011858341373078285
2021-08-20,0.8277103304862976,0.8306823022692811,0.8098777124850337,0.8202804010288389,302144637.0,62.13599718992829,0.012132146597694127
2021-08-23,0.8366262912750244,0.8410842983980881,0.8321683825648866,0.833654319330624,193995038.0,62.13598244483343,0.012919653014967558
2021-08-24,0.8395982980728149,0.8470282774487122,0.8366263260050419,0.8395982980728149,246525883.0,64.07772094372649,0.013626495872598565
2021-08-25,0.8306823372840881,0.8440562600777096,0.8306823372840881,0.8381123162611944,227207669.0,57.00016124413084,0.01331375769674037
2021-08-26,0.8321684002876282,0.842570253108096,0.8291964282799333,0.8336543370850116,303201198.0,58.00014921086704,0.013035557511416052
2021-08-27,0.8381123542785645,0.8381123542785645,0.826224466106291,0.8336543470074974,235462235.0,62.62631746553947,0.013143202613228988
2021-08-31,0.8544588685035706,0.8559449036096392,0.8425701940033375,0.8455421658025539,341542314.0,63.366356293729346,0.014381755293701448
2021-09-01,0.8500001430511475,0.8589168454410584,0.848514107996927,0.8559448737455347,281366764.0,73.56306895065272,0.014832554875716442
2021-09-02,0.8544588685035706,0.8618888472080719,0.8485141376017703,0.850000172707839,179584297.0,70.12996687016857,0.01537239526950307
2021-09-03,0.8455421328544617,0.8559448702561853,0.8410842245358081,0.8544588352080227,190423394.0,67.49969666978521,0.01490885660579444
2021-09-06,0.8544588685035706,0.8589168754088555,0.8470282009086226,0.8485141376017703,164158472.0,64.38336670307669,0.015087090335800135
2021-09-07,0.8336542844772339,0.8574308463417941,0.8291963759534721,0.8544588745216457,253340344.0,50.0,0.013395174557084832
2021-09-08,0.8113636374473572,0.8336542114491906,0.8113636374473572,0.8321682748757452,287538828.0,39.56054127506677,0.010138776681838269
2021-09-09,0.8232523798942566,0.8232523798942566,0.8054197617395789,0.8069057476438545,215917587.0,50.0,0.008420315901476405
2021-09-10,0.8054197430610657,0.827710318411629,0.8054197430610657,0.8262243817482744,232425197.0,42.2681588916979,0.005555438951234781
2021-09-13,0.8039337992668152,0.812849714952333,0.7994758414240563,0.8054197852144015,219533508.0,38.0438208747521,0.003129030565592661
2021-09-14,0.8039337992668152,0.812849714952333,0.8009618273716426,0.8069057711619878,277498743.0,36.667075184334315,0.001192339886635585
2021-09-15,0.7979898452758789,0.8054197749188347,0.7935318874901054,0.8024478030616524,245979144.0,37.50038171887898,-0.0008127598512731593
2021-09-16,0.7935319542884827,0.8054198427179173,0.7890739961274447,0.7994758985032,197123758.0,35.55601408630221,-0.002730059954312747
2021-09-17,0.7831299901008606,0.7979898494647762,0.7831299901008606,0.7965038635283848,245970344.0,30.10822991579242,-0.00503089267731005
2021-09-20,0.7652973532676697,0.7771860777488829,0.7638113672712533,0.7727281197596338,253583450.0,18.085917098763943,-0.008198753815328086
2021-09-21,0.7652973532676697,0.7742141057560502,0.7638113672712533,0.7697553112569188,207735920.0,18.682230233299236,-0.010587263210466658
2021-09-22,0.7816439270973206,0.7816439270973206,0.7667832326887648,0.7712411900584016,249543432.0,25.25305398809195,-0.01103394971642413
2021-09-23,0.7682693004608154,0.7905599261974031,0.7623253566670202,0.7801580245582614,462013179.0,24.51035945575353,-0.012325096542904923
2021-09-24,0.7504374980926514,0.7667833441575473,0.7430075680631533,0.7652973581516477,350110624.0,17.592973952029425,-0.01461870183469749
2021-09-27,0.7623253464698792,0.7623253464698792,0.7474654871841618,0.7563814027555922,302768391.0,26.4707860091836,-0.015300772755899028
2021-09-28,0.7548953294754028,0.762325258258518,0.7504373722055337,0.762325258258518,296398137.0,29.348111842440858,-0.01625349893297079
2021-09-29,0.7638113498687744,0.7667833217938945,0.7548954340934142,0.7593533919810943,326009685.0,27.77771092740629,-0.016103462271855107
2021-09-30,0.7712412476539612,0.7757000418663427,0.7578673745463025,0.7652973040505573,399063419.0,36.14450960910226,-0.015209698542853922
2021-10-01,0.7667832970619202,0.7727280772302796,0.7638113252326586,0.768269282976551,197451857.0,35.29405657928886,-0.014691746397356487
2021-10-04,0.7652973532676697,0.7712412972533351,0.762325381274837,0.766783339264086,283096973.0,34.88367971344353,-0.014237052951880047
2021-10-05,0.7652973532676697,0.7697553112569188,0.7608393952784206,0.7652973532676697,165434163.0,36.58529307748109,-0.013718566030758828
2021-10-06,0.7623253464698792,0.768269290184166,0.7578673886841639,0.7638113323984509,276320650.0,37.03692332680343,-0.013393090312544542
2021-10-07,0.7742140889167786,0.7742140889167786,0.7667833225864347,0.7682693085505305,200322554.0,46.341566016361014,-0.012037070448520981
2021-10-08,0.7712412476539612,0.7771860277671937,0.7682692758522592,0.7742140559654918,177642431.0,52.777669456164844,-0.01107463686150767
2021-10-11,0.7771860361099243,0.780158007943529,0.7712412559328774,0.7727280783595173,182322264.0,55.2633176113823,-0.009720158626061237
2021-10-12,0.7771860361099243,0.784615965693936,0.7727280783595173,0.7742140642763197,241136442.0,47.69242351222083,-0.008548186690870319
2021-10-13,0.7712412476539612,0.7831299713705975,0.7682692758522592,0.7801579995688956,302434136.0,51.66658756161002,-0.008006787966727824
2021-10-14,0.7727281451225281,0.7771861032580986,0.7667833644318575,0.7697553365222378,279596567.0,65.30577999621832,-0.007372756826767857
2021-10-15,0.7638113498687744,0.7771860600416781,0.7563814200559742,0.775700074079118,401466664.0,51.06376079185344,-0.007503300064115592
2021-10-18,0.7593533992767334,0.7638113572072442,0.7534094553693856,0.7623253712304072,269474800.0,53.33315507544766,-0.007875689826484011
2021-10-19,0.7771860361099243,0.7771860361099243,0.7638113263488657,0.7638113263488657,251099056.0,58.82337212539499,-0.006655150208295879
2021-10-20,0.7935319542884827,0.7935319542884827,0.7697553409196988,0.7742141355906514,283394751.0,63.15749476481052,-0.0043190969181691186
2021-10-21,0.7935319542884827,0.7994758985032,0.7712413269733781,0.790559982181124,449652836.0,66.66597343949613,-0.002439635258745909
2021-10-22,0.8069057464599609,0.8113637041662471,0.7875879297327205,0.7920458874390068,334106749.0,72.57959445078778,0.0001275347645525171
2021-10-25,0.8069057464599609,0.8113637041662471,0.796503845145293,0.8039337746557701,442022980.0,72.57959445078778,0.0021373969222416855
2021-10-26,0.8128497004508972,0.8202804173596558,0.8098777286087453,0.8113637145298213,359546954.0,76.56126031387521,0.004161879023158344
2021-10-27,0.8336542844772339,0.8395982281175307,0.8128496944328221,0.8158224535563435,526638661.0,78.57016391357337,0.0073602078391037384
2021-10-28,0.8366262912750244,0.8410842983980881,0.821766431553022,0.8321683825648866,340135571.0,81.42783063598885,0.010019227164934974
2021-11-01,0.8544588685035706,0.8574308403027869,0.8366262504049048,0.8425701940033375,474355390.0,83.33257056820175,0.013410866960784307
2021-11-02,0.8648608326911926,0.8693187412540901,0.8544588820228942,0.855944917152475,518374101.0,84.70513567651868,0.01674509053135087
2021-11-03,0.8856645822525024,0.8856645822525024,0.8425701565686846,0.863374745542237,830905117.0,90.52597713223675,0.020826105082624613
2021-11-04,0.9183571338653564,0.9213291057783856,0.8916085993446972,0.8990393656371298,861334276.0,92.24105827358005,0.02639409945991711
2021-11-05,0.9317310452461243,0.9317310452461243,0.9049832983571143,0.9183571225951576,470561733.0,97.47904229763358,0.03152256548435384
2021-11-08,0.9272729754447937,0.9436196561689704,0.9168711237875535,0.9406476844936279,819767298.0,97.47897658462234,0.03482573340556583
2021-11-09,0.924301028251648,0.9421336460793744,0.9198431198270149,0.9257870633351386,677064490.0,95.4128626048302,0.0367797326172552
2021-11-10,0.9317310452461243,0.9376757763026254,0.9183571225951576,0.9243010663482708,470229574.0,95.14565564315828,0.03848420933688734
2021-11-11,0.9198431372642517,0.9361897203183656,0.9183571021525906,0.9302449893941936,414558809.0,88.28840711264776,0.03843273593819463
2021-11-12,0.9451056122779846,0.9465916473527403,0.9317310013664283,0.9317310013664283,504940091.0,89.07577867279042,0.03996966805212965
2021-11-15,1.038724422454834,1.038724422454834,0.9986020629527952,1.0119758875480298,742794206.0,92.85723730868762,0.04818648954522209
2021-11-16,1.014947772026062,1.0818187590842503,1.013461835382631,1.0565561631263214,1221459125.0,85.05151388655429,0.05217832356349539
2021-11-17,1.028322458267212,1.0342664015343024,1.0104898411626173,1.0119757777729321,500521303.0,84.65606141251153,0.05577813061626846
2021-11-18,1.0714170932769775,1.1055955118527079,1.025350687426149,1.02832265964169,1197563077.0,86.57406014688542,0.061400592716897906
2021-11-19,1.061015009880066,1.0803328760944968,1.0550702788819257,1.0758748691169657,398065755.0,82.93836673296597,0.06427613793539366
2021-11-22,1.056556224822998,1.0773609136525875,1.0461543724728202,1.0669589628894862,322599127.0,81.159213040982,0.06544087982071234
2021-11-23,1.029808521270752,1.062501098968501,1.0090039299791673,1.0535842972572258,861262511.0,72.98578081931376,0.06347394192816791
2021-11-24,1.0535842180252075,1.0699308992964833,1.029808443826728,1.035752387376348,839131011.0,72.19505370874015,0.06310618073432861
2021-11-25,1.029808521270752,1.0610150637628828,1.029808521270752,1.0580430917645736,420957668.0,65.56611564697025,0.06020225321191286
2021-11-26,0.9956300854682922,1.014947853868124,0.9792841905949647,1.0104899451654419,456729025.0,59.913852571508,0.054514545850144036
2021-11-29,0.9852280616760254,1.0000879202751907,0.9703674157735136,1.0000879202751907,425334663.0,58.64984715742599,0.04860732541119683
2021-11-30,0.9763121604919434,0.9867141108667169,0.9688813945761874,0.982256104016694,587664795.0,56.30261646215138,0.04271399163481626
2021-12-01,1.0104899406433105,1.0134619125694404,0.9837421933081423,0.9837421933081423,470450380.0,62.05533496575948,0.04033637080631036
2021-12-02,1.023864507675171,1.0283225145760577,1.0134618682912697,1.0134618682912697,368658675.0,60.8163468447591,0.039080805751688374
2021-12-03,1.0416964292526245,1.0461544365420947,1.0253506321547354,1.0387244571972876,321284331.0,50.51546050713655,0.03907422509966807
2021-12-06,1.084790825843811,1.084790825843811,1.0416963959108554,1.0431824310974247,414441651.0,61.35274293783997,0.04206150864624636
2021-12-07,1.098165512084961,1.1070814277700165,1.06993094257243,1.092220682578607,791852298.0,61.35274293783997,0.04498956606925564
2021-12-08,1.13828706741333,1.1427458617028512,1.1041094403089255,1.1055953770290237,794300165.0,60.97556107930088,0.04997150645741755
2021-12-09,1.157605767250061,1.203672169325001,1.1442319425827963,1.1442319425827963,920854701.0,65.40287351296274,0.05484635311366648
2021-12-10,1.1323431730270386,1.165035652138669,1.117483313114214,1.1590918065864662,646882548.0,61.33341890260969,0.056025398070273624
2021-12-13,1.1769235134124756,1.1962421673714738,1.129371175465046,1.1368011544596381,760292389.0,70.8860806624568,0.05986695163602329
2021-12-14,1.2512245178222656,1.2645992283089451,1.1843543114283994,1.1843543114283994,968898187.0,74.53881136342041,0.06812161701354791
2021-12-15,1.2452805042266846,1.2987767844470752,1.2319066802038916,1.2928328407896292,756789160.0,77.99225048705472,0.07333846638702024
2021-12-16,1.3225535154342651,1.3225535154342651,1.2556825169270682,1.2556825169270682,1058441474.0,88.19444396086062,0.08275420435274428
2021-12-17,1.190298318862915,1.4057703841105804,1.190298318862915,1.343358181588772,1322389809.0,68.64866165742177,0.0786378670854091
2021-12-20,1.129371166229248,1.2081300451526076,1.0714169762588381,1.1070814262536022,1032594293.0,62.71598673209505,0.06965637281019088
2021-12-21,1.1159974336624146,1.2363647162567302,1.0818189175971582,1.2333927441214838,1009079693.0,59.0793049814559,0.0607589342666095
2021-12-22,1.1427459716796875,1.1694937209319354,1.092220772294483,1.107081518706566,692273648.0,60.00000802206711,0.05522938363393837
2021-12-23,1.1501758098602295,1.1724655489575617,1.1055953475363638,1.163549633636045,525438591.0,59.28754250623649,0.05086041357848159
2021-12-24,1.1546337604522705,1.163549676099169,1.1427458729230724,1.1531478237175827,339332226.0,56.40328130939362,0.047213445478802685
2021-12-27,1.184354305267334,1.1858403404634892,1.1531478613868569,1.1531478613868569,478057865.0,57.67194397283531,0.04618895899873121
2021-12-28,1.108567237854004,1.1769233709329343,1.0981653866163432,1.1769233709329343,537009690.0,47.51248407561965,0.03881423676058926
2021-12-29,1.108567237854004,1.1263990671867763,1.0758747634406183,1.0966785643288528,480778748.0,45.75836021617912,0.0325939929926935
2021-12-30,1.0966787338256836,1.1323431853066392,1.0966787338256836,1.1130254164169406,504393241.0,46.84210492983124,0.02640077042592681
2021-12-31,1.0684449672698975,1.1085673245015135,1.061014988594046,1.1026233809260007,351138936.0,40.10846530249497,0.018995400764597603
