Price,Adj Close,Close,High,Low,Open,Volume,RSI,MACD
Ticker,KOZAA.IS,KOZAA.IS,KOZAA.IS,KOZAA.IS,KOZAA.IS,KOZAA.IS,,
Date,,,,,,,,
