Price,Adj Close,Close,High,Low,Open,Volume,RSI,MACD
Ticker,IPEKE.IS,IPEKE.IS,IPEKE.IS,IPEKE.IS,IPEKE.IS,IPEKE.IS,,
Date,,,,,,,,
