Price,Close,High,Low,Open,Volume
Ticker,ISMEN.IS,ISMEN.IS,ISMEN.IS,ISMEN.IS,ISMEN.IS
Date,,,,,
2021-07-02,2.4868059158325195,2.4902051648897023,2.395016773188831,2.4120149020946955,7554519
2021-07-05,2.4851057529449463,2.5360996236854225,2.46640808595919,2.488505686803984,6382276
2021-07-06,2.4290125370025635,2.495304658063732,2.4290125370025635,2.485105883380335,4586577
2021-07-07,2.39501690864563,2.4545095069900373,2.3882173827176345,2.4290126546655504,5663847
2021-07-08,2.3287246227264404,2.405215693729509,2.318525847507002,2.3899174452812577,7935942
2021-07-09,2.3287246227264404,2.3457229239018793,2.3066270195603757,2.3287246227264404,4889661
2021-07-12,2.2505335807800293,2.32872453016416,2.236935385599468,2.32872453016416,5386943
2021-07-13,2.1927409172058105,2.2573329879657225,2.1723433671011483,2.250533633359317,9553077
2021-07-14,2.2097384929656982,2.2590329995843357,2.1927408773306194,2.1927408773306194,3991630
2021-07-16,2.2284367084503174,2.248834258490378,2.19444027800233,2.218237933430287,4260794
2021-07-19,2.201239585876465,2.225036555846708,2.192740863730727,2.201239585876465,1971676
2021-07-26,2.2505335807800293,2.2862293782483185,2.2029396407907926,2.2080391138169113,6698011
2021-07-27,2.2267367839813232,2.252233808618718,2.2114385349512475,2.2505337558268734,4008971
2021-07-28,2.22503662109375,2.2505336444695416,2.218237951406521,2.231836146971908,4028607
2021-07-29,2.2471344470977783,2.2556333415746717,2.23183636854409,2.233536421420593,4077016
2021-07-30,2.3134267330169678,2.3134267330169678,2.2165381037223097,2.247134431860422,5818098
2021-08-02,2.2913289070129395,2.310027262024583,2.2743314610203047,2.310027262024583,4075330
2021-08-03,2.277730703353882,2.311726448867925,2.2641325078911754,2.3049276079938488,3170615
2021-08-04,2.3474223613739014,2.3644204918158462,2.2726313408773917,2.2794308670352783,16378715
2021-08-05,2.420513868331909,2.461309142089298,2.316825888000138,2.3627204639533286,23946367
2021-08-06,2.3933169841766357,2.4494103362774933,2.3865181428370574,2.4307126664026715,11683770
2021-08-09,2.379718542098999,2.4307124154541353,2.379718542098999,2.3984160388052813,5504476
2021-08-10,2.412014961242676,2.447710758839248,2.3678197565083923,2.383117833165365,8688950
2021-08-11,2.3882174491882324,2.457909680840732,2.3695199510331517,2.4120151056458226,11184942
2021-08-12,2.4307126998901367,2.440911646992798,2.395017069983616,2.405215845848079,7070953
2021-08-13,2.491905450820923,2.5072036997732443,2.413714495752499,2.437512152429873,12519198
2021-08-16,2.480006694793701,2.5072037728777157,2.4579097752080075,2.502104299332188,6132988
2021-08-17,2.4647083282470703,2.5140030085265823,2.4647083282470703,2.473207907054158,5247870
2021-08-18,2.4018161296844482,2.485105865474807,2.4018161296844482,2.485105865474807,6466335
2021-08-19,2.396716833114624,2.396716833114624,2.3457229563128474,2.381418755693186,5634147
2021-08-20,2.3712198734283447,2.3933167909507516,2.3627202950109134,2.3763191752595296,4575232
2021-08-23,2.3848180770874023,2.3933169711921587,2.3576211707328745,2.3797187748721877,4397530
2021-08-24,2.359320878982544,2.401816028253166,2.347422052249546,2.386517781365269,6811356
2021-08-25,2.3253252506256104,2.3797185443510527,2.3253252506256104,2.3610210476270757,4662925
2021-08-26,2.335524082183838,2.362720301613428,2.3202258341711683,2.3287245564214376,5450412
2021-08-27,2.478307008743286,2.488505783286802,2.325325219352372,2.335523993895888,20023947
2021-08-31,2.593893527984619,2.6108918307055533,2.4987051218534675,2.500404318544209,19972394
2021-09-01,2.5513980388641357,2.6499865379434526,2.5462985658345474,2.6023920842072936,11448794
