Price,Close,High,Low,Open,Volume
Ticker,EREGL.IS,EREGL.IS,EREGL.IS,EREGL.IS,EREGL.IS
Date,,,,,
2021-07-02,7.695840358734131,7.72972404827555,7.6238374174772545,7.645014420496561,33108810
2021-07-05,7.717018127441406,7.742431503007165,7.615367048731257,7.687369997132316,37107344
2021-07-06,7.6323089599609375,7.835611108347349,7.6323089599609375,7.763608163145796,57035448
2021-07-07,7.636544227600098,7.68313379656682,7.543363473964863,7.653485668719571,56612662
2021-07-08,7.437476634979248,7.649249894124393,7.437476634979248,7.6238373292252195,43684898
2021-07-09,7.64501428604126,7.65348541024035,7.462889962866011,7.467124717114689,63651252
2021-07-12,7.704311847686768,7.818668800394169,7.636544465396855,7.636544465396855,58209322
2021-07-13,7.589953422546387,7.725488175258685,7.513714922183007,7.708546735095073,47657508
2021-07-14,7.704311847686768,7.793256233998182,7.619602215898917,7.619602215898917,38395812
2021-07-16,7.666192531585693,7.729724350982489,7.585718462829264,7.729724350982489,34327592
2021-07-19,7.589953422546387,7.636543796735308,7.5603052963719275,7.623837110724462,11419678
2021-07-26,7.640780448913574,7.7297248401274,7.623838198481819,7.640780448913574,47331830
2021-07-27,7.8271403312683105,7.831375893862565,7.611131486067116,7.653486304158696,50163220
2021-07-28,7.933026313781738,7.933026313781738,7.784784866697246,7.822904119028998,59537914
2021-07-29,8.470931053161621,8.564111003920061,8.013500808604931,8.013500808604931,127636092
2021-07-30,8.470931053161621,8.581053253794835,8.424340673856932,8.428576236325625,64987314
2021-08-02,8.343866348266602,8.521755910050333,8.33115966247818,8.487872222465375,52572946
2021-08-03,8.496343612670898,8.538698429469745,8.293041461457557,8.34386740318636,102658562
2021-08-04,8.437047004699707,8.56411064198684,8.40739887652277,8.513285510212349,45352666
2021-08-05,8.631877899169922,8.64034902362786,8.39892763153288,8.420104634826831,61229084
2021-08-06,8.809767723083496,8.835181097177186,8.581053011196698,8.640349268380143,70049518
2021-08-09,8.69117546081543,8.809767978622249,8.640349519004694,8.809767978622249,38595866
2021-08-10,8.348101615905762,8.513285309913716,8.305747609707149,8.453988247104064,140160990
2021-08-11,8.077032089233398,8.479401610463164,8.077032089233398,8.390456420276728,126709060
2021-08-12,8.373515129089355,8.386221008021085,8.136328489585678,8.153270738629182,83449674
2021-08-13,8.360808372497559,8.453988317906127,8.32268912031885,8.377750621399603,52648448
2021-08-16,8.276100158691406,8.411634928447299,8.259157908546445,8.373515673472085,46145308
2021-08-17,8.229509353637695,8.293041172698354,8.195625662948617,8.293041172698354,42581636
2021-08-18,8.055855751037598,8.237980900776186,8.055855751037598,8.233745338241457,42684696
2021-08-19,7.85678768157959,7.988087685413529,7.835610678561668,7.9838521232397675,65902540
2021-08-20,7.894906997680664,7.992323312769892,7.801727052650629,7.852552991299396,80096074
2021-08-23,7.894906997680664,7.975381063936673,7.861023307865116,7.9457329363294305,43495316
2021-08-24,7.890671730041504,7.971145799301716,7.890671730041504,7.9287909834883985,59758516
2021-08-25,7.861023902893066,8.009265360001077,7.8186690854549274,7.903378720331205,52746110
2021-08-26,7.79325532913208,7.920319762060547,7.75937164192132,7.869493827318995,38861354
2021-08-27,7.92455530166626,7.92455530166626,7.789020539387445,7.810198350900326,48997318
2021-08-31,7.954204082489014,8.047384027773758,7.894907019261549,8.009264775645706,48169308
2021-09-01,7.831375598907471,7.962674802980349,7.831375598907471,7.962674802980349,34712370
2021-09-02,7.797491073608398,7.890671013657272,7.797491073608399,7.835610323594493,37428558
2021-09-03,7.670428276062012,7.85255342174811,7.670428276062012,7.818668922224247,61422236
2021-09-06,7.729723930358887,7.763607619383412,7.695840241334362,7.695840241334362,26238874
2021-09-07,7.649250507354736,7.763608270345236,7.649250507354736,7.733960140944203,45079846
2021-09-08,7.594189643859863,7.712782158853626,7.585718519117189,7.666192588470756,36262722
2021-09-09,7.65348482131958,7.65348482131958,7.5391270769840615,7.59418857219041,43831962
2021-09-10,7.594189643859863,7.695840717219197,7.573011832003178,7.678898467733848,53500640
2021-09-13,7.649250507354736,7.695840886614037,7.577247561158971,7.6153668154891365,40270188
2021-09-14,7.52642297744751,7.653486629268787,7.5221874146733345,7.649251066494612,40357974
2021-09-15,7.361238479614258,7.5518347449744665,7.323120034393127,7.513715491902425,66236922
2021-09-16,7.246881008148193,7.429006135787932,7.246881008148193,7.399357201642397,56727900
2021-09-17,7.217233180999756,7.293470876981399,7.145230239363578,7.2722938738505345,71315908
2021-09-20,6.98428201675415,7.179113836005816,6.967340576039283,7.132523460300898,62842314
2021-09-21,6.802157402038574,7.0562854949252065,6.789451522497352,7.0181662405996645,76995536
2021-09-22,7.157935619354248,7.170642305057927,6.886866120482394,6.886866120482394,104563662
2021-09-23,7.179113864898682,7.204526429998695,7.035107982913807,7.179113864898682,128127004
2021-09-24,7.140995025634766,7.187584596366331,7.056285393275861,7.136759463231728,51344150
2021-09-27,7.132523059844971,7.268057809357805,7.060520123184923,7.221467436268707,54391212
