Price,Close,High,Low,Open,Volume
Ticker,YEOTK.IS,YEOTK.IS,YEOTK.IS,YEOTK.IS,YEOTK.IS
Date,,,,,
2021-09-03,1.7363479137420654,1.7363479137420654,1.7363479137420654,1.7363479137420654,144871
2021-09-06,1.9099820852279663,1.9099820852279663,1.9099820852279663,1.9099820852279663,451040
2021-09-07,2.1009812355041504,2.1009812355041504,2.1009812355041504,2.1009812355041504,1070605
2021-09-08,2.3109207153320312,2.3109207153320312,2.3109207153320312,2.3109207153320312,5156804
2021-09-09,2.541381597518921,2.541381597518921,2.541381597518921,2.541381597518921,28727626
2021-09-10,2.7955195903778076,2.7955195903778076,2.6929174867897987,2.7102811343687443,19942488
2021-09-13,3.0749144554138184,3.0749144554138184,3.0749144554138184,3.0749144554138184,2896247
2021-09-14,3.3811428546905518,3.3811428546905518,3.3811428546905518,3.3811428546905518,1949360
2021-09-15,3.7189412117004395,3.7189412117004395,3.12542636655462,3.7189412117004395,140877545
2021-09-16,4.0883097648620605,4.0883097648620605,3.8673200222755373,4.0883097648620605,56300454
2021-09-17,4.0567402839660645,4.411901733377322,3.8799480312245214,4.250106056576576,124151914
2021-09-20,3.9462456703186035,4.18301998484797,3.789974253798105,4.179074313858814,38531678
2021-09-21,4.340869903564453,4.340869903564453,3.862584304290915,4.064632263494272,41276494
2021-09-22,4.774956703186035,4.774956703186035,4.774956703186035,4.774956703186035,3968700
2021-09-23,5.252452373504639,5.252452373504639,4.893344289028092,5.0156780617998065,39373471
2021-09-24,5.7773027420043945,5.7773027420043945,5.36689336873911,5.489227141130452,28601770
2021-09-27,6.35345458984375,6.35345458984375,5.453710642469993,5.7378405590030646,10818554
2021-09-28,6.988800525665283,6.988800525665283,6.432379577649054,6.467895818437081,3882245
2021-09-29,6.7125630378723145,7.687286136514462,6.290314755788044,7.687286136514462,16089539
2021-09-30,6.085110187530518,7.024316990159705,6.041701187558671,6.629692211628161,10933350
